model_type,dataset_type,stem,original_path,watermarked_path,logmel_score,stft_score
audioseal,spoofed,E_0001178823,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001178823.flac,watermarked_audios/audioseal/spoofed/E_0001178823_watermarked.flac,0.39689117670059204,0.25320717692375183
audioseal,spoofed,E_0004552234,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0004552234.flac,watermarked_audios/audioseal/spoofed/E_0004552234_watermarked.flac,0.3117385506629944,0.21168692409992218
audioseal,spoofed,E_0001293097,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0001293097.flac,watermarked_audios/audioseal/spoofed/E_0001293097_watermarked.flac,0.35672900080680847,0.2367541790008545
audioseal,spoofed,E_0002612888,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0002612888.flac,watermarked_audios/audioseal/spoofed/E_0002612888_watermarked.flac,0.4188461899757385,0.2966868579387665
audioseal,spoofed,E_0005960350,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005960350.flac,watermarked_audios/audioseal/spoofed/E_0005960350_watermarked.flac,0.3553033173084259,0.2074260711669922
audioseal,spoofed,E_0005626349,datasets/ASVspoof5_partitions/audio_data/spoofed/E_0005626349.flac,watermarked_audios/audioseal/spoofed/E_0005626349_watermarked.flac,0.36202073097229004,0.2258022129535675
wavmark,bonafide,E_0004056257,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004056257.flac,watermarked_audios/wavmark/bonafide/E_0004056257_watermarked.flac,1.0637589693069458,1.7834802865982056
wavmark,bonafide,E_0003386003,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003386003.flac,watermarked_audios/wavmark/bonafide/E_0003386003_watermarked.flac,1.4066879749298096,2.018399238586426
wavmark,bonafide,E_0000736300,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000736300.flac,watermarked_audios/wavmark/bonafide/E_0000736300_watermarked.flac,1.4044501781463623,2.219992160797119
wavmark,bonafide,E_0009191360,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009191360.flac,watermarked_audios/wavmark/bonafide/E_0009191360_watermarked.flac,0.9428171515464783,1.237481713294983
wavmark,bonafide,E_0001255274,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001255274.flac,watermarked_audios/wavmark/bonafide/E_0001255274_watermarked.flac,1.4478697776794434,1.4709042310714722
wavmark,bonafide,E_0000485164,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000485164.flac,watermarked_audios/wavmark/bonafide/E_0000485164_watermarked.flac,1.192078709602356,1.5805400609970093
wavmark,bonafide,E_0004395059,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004395059.flac,watermarked_audios/wavmark/bonafide/E_0004395059_watermarked.flac,1.7893774509429932,2.208301305770874
wavmark,bonafide,E_0007758447,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007758447.flac,watermarked_audios/wavmark/bonafide/E_0007758447_watermarked.flac,1.197527527809143,1.5018348693847656
wavmark,bonafide,E_0006572936,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006572936.flac,watermarked_audios/wavmark/bonafide/E_0006572936_watermarked.flac,1.0824309587478638,1.609220027923584
wavmark,bonafide,E_0009644713,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009644713.flac,watermarked_audios/wavmark/bonafide/E_0009644713_watermarked.flac,1.6750715970993042,2.074003219604492
wavmark,bonafide,E_0000551472,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000551472.flac,watermarked_audios/wavmark/bonafide/E_0000551472_watermarked.flac,1.1172972917556763,1.5841399431228638
wavmark,bonafide,E_0007226810,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007226810.flac,watermarked_audios/wavmark/bonafide/E_0007226810_watermarked.flac,1.3703317642211914,1.5680184364318848
wavmark,bonafide,E_0005768825,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005768825.flac,watermarked_audios/wavmark/bonafide/E_0005768825_watermarked.flac,1.3289191722869873,2.597073554992676
wavmark,bonafide,E_0001164835,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001164835.flac,watermarked_audios/wavmark/bonafide/E_0001164835_watermarked.flac,1.0688844919204712,1.8667254447937012
wavmark,bonafide,E_0003250772,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003250772.flac,watermarked_audios/wavmark/bonafide/E_0003250772_watermarked.flac,1.110346794128418,1.1228026151657104
wavmark,bonafide,E_0004271474,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004271474.flac,watermarked_audios/wavmark/bonafide/E_0004271474_watermarked.flac,1.7619261741638184,1.7734155654907227
wavmark,bonafide,E_0009752194,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009752194.flac,watermarked_audios/wavmark/bonafide/E_0009752194_watermarked.flac,1.6846423149108887,2.247504472732544
wavmark,bonafide,E_0002072198,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002072198.flac,watermarked_audios/wavmark/bonafide/E_0002072198_watermarked.flac,1.3523234128952026,2.015535831451416
wavmark,bonafide,E_0004152212,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004152212.flac,watermarked_audios/wavmark/bonafide/E_0004152212_watermarked.flac,1.3099783658981323,1.4286251068115234
wavmark,bonafide,E_0007689277,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007689277.flac,watermarked_audios/wavmark/bonafide/E_0007689277_watermarked.flac,1.0455291271209717,1.3920891284942627
wavmark,bonafide,E_0009641835,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009641835.flac,watermarked_audios/wavmark/bonafide/E_0009641835_watermarked.flac,1.2530066967010498,2.301523208618164
wavmark,bonafide,E_0005073239,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005073239.flac,watermarked_audios/wavmark/bonafide/E_0005073239_watermarked.flac,0.8779497146606445,1.5527807474136353
wavmark,bonafide,E_0002159850,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002159850.flac,watermarked_audios/wavmark/bonafide/E_0002159850_watermarked.flac,1.2366036176681519,1.1778690814971924
wavmark,bonafide,E_0001317040,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001317040.flac,watermarked_audios/wavmark/bonafide/E_0001317040_watermarked.flac,1.3729894161224365,1.2863833904266357
wavmark,bonafide,E_0009616813,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009616813.flac,watermarked_audios/wavmark/bonafide/E_0009616813_watermarked.flac,1.1694961786270142,1.8690860271453857
wavmark,bonafide,E_0009571582,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009571582.flac,watermarked_audios/wavmark/bonafide/E_0009571582_watermarked.flac,1.484222650527954,1.6596571207046509
wavmark,bonafide,E_0000077580,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000077580.flac,watermarked_audios/wavmark/bonafide/E_0000077580_watermarked.flac,1.709736943244934,2.181525707244873
wavmark,bonafide,E_0000786443,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000786443.flac,watermarked_audios/wavmark/bonafide/E_0000786443_watermarked.flac,0.8752867579460144,1.0904704332351685
wavmark,bonafide,E_0003422207,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003422207.flac,watermarked_audios/wavmark/bonafide/E_0003422207_watermarked.flac,1.2990487813949585,1.8310344219207764
wavmark,bonafide,E_0003451380,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003451380.flac,watermarked_audios/wavmark/bonafide/E_0003451380_watermarked.flac,0.8929634690284729,1.4060137271881104
wavmark,bonafide,E_0002863972,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002863972.flac,watermarked_audios/wavmark/bonafide/E_0002863972_watermarked.flac,0.4642198979854584,1.3067066669464111
wavmark,bonafide,E_0006307163,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006307163.flac,watermarked_audios/wavmark/bonafide/E_0006307163_watermarked.flac,1.9480335712432861,2.2854883670806885
wavmark,bonafide,E_0001521738,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001521738.flac,watermarked_audios/wavmark/bonafide/E_0001521738_watermarked.flac,0.8080865740776062,1.277018427848816
wavmark,bonafide,E_0009974600,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009974600.flac,watermarked_audios/wavmark/bonafide/E_0009974600_watermarked.flac,2.1367242336273193,2.531184196472168
wavmark,bonafide,E_0008191312,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008191312.flac,watermarked_audios/wavmark/bonafide/E_0008191312_watermarked.flac,0.7885504364967346,1.4017084836959839
wavmark,bonafide,E_0000791113,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000791113.flac,watermarked_audios/wavmark/bonafide/E_0000791113_watermarked.flac,0.891262412071228,1.2064242362976074
wavmark,bonafide,E_0008481977,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008481977.flac,watermarked_audios/wavmark/bonafide/E_0008481977_watermarked.flac,1.522316575050354,1.8385496139526367
wavmark,bonafide,E_0004332877,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004332877.flac,watermarked_audios/wavmark/bonafide/E_0004332877_watermarked.flac,1.4945929050445557,1.7392237186431885
wavmark,bonafide,E_0006549692,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006549692.flac,watermarked_audios/wavmark/bonafide/E_0006549692_watermarked.flac,0.9931046962738037,1.7371606826782227
wavmark,bonafide,E_0005838984,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005838984.flac,watermarked_audios/wavmark/bonafide/E_0005838984_watermarked.flac,0.9971390962600708,1.3831182718276978
wavmark,bonafide,E_0009960316,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009960316.flac,watermarked_audios/wavmark/bonafide/E_0009960316_watermarked.flac,0.47753241658210754,1.152850866317749
wavmark,bonafide,E_0004799770,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004799770.flac,watermarked_audios/wavmark/bonafide/E_0004799770_watermarked.flac,1.2519289255142212,2.333996057510376
wavmark,bonafide,E_0006035457,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006035457.flac,watermarked_audios/wavmark/bonafide/E_0006035457_watermarked.flac,1.7642662525177002,2.22568416595459
wavmark,bonafide,E_0004237385,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004237385.flac,watermarked_audios/wavmark/bonafide/E_0004237385_watermarked.flac,1.935125708580017,1.670621395111084
wavmark,bonafide,E_0009138551,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009138551.flac,watermarked_audios/wavmark/bonafide/E_0009138551_watermarked.flac,1.2074878215789795,1.5276541709899902
wavmark,bonafide,E_0005439429,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005439429.flac,watermarked_audios/wavmark/bonafide/E_0005439429_watermarked.flac,1.6989240646362305,1.7317650318145752
wavmark,bonafide,E_0009596680,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009596680.flac,watermarked_audios/wavmark/bonafide/E_0009596680_watermarked.flac,1.1738262176513672,1.3842684030532837
wavmark,bonafide,E_0008707522,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008707522.flac,watermarked_audios/wavmark/bonafide/E_0008707522_watermarked.flac,1.0250253677368164,1.721218228340149
wavmark,bonafide,E_0002534133,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002534133.flac,watermarked_audios/wavmark/bonafide/E_0002534133_watermarked.flac,1.1678168773651123,1.6913713216781616
wavmark,bonafide,E_0005646317,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005646317.flac,watermarked_audios/wavmark/bonafide/E_0005646317_watermarked.flac,1.8398295640945435,2.386721611022949
wavmark,bonafide,E_0006331990,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006331990.flac,watermarked_audios/wavmark/bonafide/E_0006331990_watermarked.flac,1.309239387512207,1.4247363805770874
wavmark,bonafide,E_0000735976,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000735976.flac,watermarked_audios/wavmark/bonafide/E_0000735976_watermarked.flac,1.3830398321151733,1.933815598487854
wavmark,bonafide,E_0005335968,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005335968.flac,watermarked_audios/wavmark/bonafide/E_0005335968_watermarked.flac,1.3315119743347168,1.935850977897644
wavmark,bonafide,E_0007815696,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007815696.flac,watermarked_audios/wavmark/bonafide/E_0007815696_watermarked.flac,0.9049242734909058,1.5641472339630127
wavmark,bonafide,E_0007501909,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007501909.flac,watermarked_audios/wavmark/bonafide/E_0007501909_watermarked.flac,0.8778203129768372,0.9197044372558594
wavmark,bonafide,E_0004687768,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004687768.flac,watermarked_audios/wavmark/bonafide/E_0004687768_watermarked.flac,1.74708890914917,1.8637477159500122
wavmark,bonafide,E_0007707528,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007707528.flac,watermarked_audios/wavmark/bonafide/E_0007707528_watermarked.flac,1.4468598365783691,1.552004337310791
wavmark,bonafide,E_0003669179,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003669179.flac,watermarked_audios/wavmark/bonafide/E_0003669179_watermarked.flac,0.9993662238121033,1.7163399457931519
wavmark,bonafide,E_0002859244,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002859244.flac,watermarked_audios/wavmark/bonafide/E_0002859244_watermarked.flac,1.0213481187820435,1.3556911945343018
wavmark,bonafide,E_0008512319,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008512319.flac,watermarked_audios/wavmark/bonafide/E_0008512319_watermarked.flac,1.2684017419815063,2.320037603378296
wavmark,bonafide,E_0003800280,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003800280.flac,watermarked_audios/wavmark/bonafide/E_0003800280_watermarked.flac,1.1395565271377563,1.1938751935958862
wavmark,bonafide,E_0005904455,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005904455.flac,watermarked_audios/wavmark/bonafide/E_0005904455_watermarked.flac,1.2177801132202148,2.1065456867218018
wavmark,bonafide,E_0000277012,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000277012.flac,watermarked_audios/wavmark/bonafide/E_0000277012_watermarked.flac,0.8649578094482422,1.2682313919067383
wavmark,bonafide,E_0005532275,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005532275.flac,watermarked_audios/wavmark/bonafide/E_0005532275_watermarked.flac,1.1110167503356934,1.8781038522720337
wavmark,bonafide,E_0007345676,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007345676.flac,watermarked_audios/wavmark/bonafide/E_0007345676_watermarked.flac,1.5966570377349854,2.308230400085449
wavmark,bonafide,E_0003093582,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003093582.flac,watermarked_audios/wavmark/bonafide/E_0003093582_watermarked.flac,1.5075433254241943,1.8739172220230103
wavmark,bonafide,E_0007401217,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007401217.flac,watermarked_audios/wavmark/bonafide/E_0007401217_watermarked.flac,1.2429304122924805,2.15148663520813
wavmark,bonafide,E_0008715769,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008715769.flac,watermarked_audios/wavmark/bonafide/E_0008715769_watermarked.flac,1.019468903541565,1.9310622215270996
wavmark,bonafide,E_0008544902,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008544902.flac,watermarked_audios/wavmark/bonafide/E_0008544902_watermarked.flac,0.7945246696472168,1.0778417587280273
wavmark,bonafide,E_0001436097,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001436097.flac,watermarked_audios/wavmark/bonafide/E_0001436097_watermarked.flac,1.5374507904052734,2.282163381576538
wavmark,bonafide,E_0007476941,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007476941.flac,watermarked_audios/wavmark/bonafide/E_0007476941_watermarked.flac,0.9210159182548523,1.5530122518539429
wavmark,bonafide,E_0006967861,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006967861.flac,watermarked_audios/wavmark/bonafide/E_0006967861_watermarked.flac,0.6910454630851746,1.1150387525558472
wavmark,bonafide,E_0006568546,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006568546.flac,watermarked_audios/wavmark/bonafide/E_0006568546_watermarked.flac,1.6260507106781006,1.8066744804382324
wavmark,bonafide,E_0004539933,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004539933.flac,watermarked_audios/wavmark/bonafide/E_0004539933_watermarked.flac,1.2463736534118652,1.618980884552002
wavmark,bonafide,E_0006633663,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006633663.flac,watermarked_audios/wavmark/bonafide/E_0006633663_watermarked.flac,1.0544354915618896,1.3594777584075928
wavmark,bonafide,E_0009568160,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009568160.flac,watermarked_audios/wavmark/bonafide/E_0009568160_watermarked.flac,0.9678568840026855,1.4468637704849243
wavmark,bonafide,E_0008572179,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008572179.flac,watermarked_audios/wavmark/bonafide/E_0008572179_watermarked.flac,0.5630220770835876,1.1327415704727173
wavmark,bonafide,E_0000891828,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000891828.flac,watermarked_audios/wavmark/bonafide/E_0000891828_watermarked.flac,1.4036227464675903,2.0226552486419678
wavmark,bonafide,E_0001292524,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001292524.flac,watermarked_audios/wavmark/bonafide/E_0001292524_watermarked.flac,1.2220664024353027,1.6682651042938232
wavmark,bonafide,E_0006486824,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006486824.flac,watermarked_audios/wavmark/bonafide/E_0006486824_watermarked.flac,1.3535737991333008,1.2842450141906738
wavmark,bonafide,E_0002915842,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002915842.flac,watermarked_audios/wavmark/bonafide/E_0002915842_watermarked.flac,1.1396735906600952,1.375409722328186
wavmark,bonafide,E_0007124632,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007124632.flac,watermarked_audios/wavmark/bonafide/E_0007124632_watermarked.flac,0.6168810129165649,1.2094353437423706
wavmark,bonafide,E_0003899938,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003899938.flac,watermarked_audios/wavmark/bonafide/E_0003899938_watermarked.flac,1.7834587097167969,1.8610930442810059
wavmark,bonafide,E_0002912954,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002912954.flac,watermarked_audios/wavmark/bonafide/E_0002912954_watermarked.flac,1.5246829986572266,1.5756841897964478
wavmark,bonafide,E_0006252764,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006252764.flac,watermarked_audios/wavmark/bonafide/E_0006252764_watermarked.flac,1.1957072019577026,2.063925266265869
wavmark,bonafide,E_0002144931,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002144931.flac,watermarked_audios/wavmark/bonafide/E_0002144931_watermarked.flac,1.1128000020980835,1.5510963201522827
wavmark,bonafide,E_0006383524,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006383524.flac,watermarked_audios/wavmark/bonafide/E_0006383524_watermarked.flac,1.0845823287963867,1.8386600017547607
wavmark,bonafide,E_0006117356,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006117356.flac,watermarked_audios/wavmark/bonafide/E_0006117356_watermarked.flac,1.1669502258300781,1.8927124738693237
wavmark,bonafide,E_0007778192,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007778192.flac,watermarked_audios/wavmark/bonafide/E_0007778192_watermarked.flac,1.2553093433380127,1.8333520889282227
wavmark,bonafide,E_0004467207,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004467207.flac,watermarked_audios/wavmark/bonafide/E_0004467207_watermarked.flac,1.5410479307174683,1.7556401491165161
wavmark,bonafide,E_0007482419,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007482419.flac,watermarked_audios/wavmark/bonafide/E_0007482419_watermarked.flac,2.1946873664855957,2.064847230911255
wavmark,bonafide,E_0002243055,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002243055.flac,watermarked_audios/wavmark/bonafide/E_0002243055_watermarked.flac,1.5018608570098877,2.3581576347351074
wavmark,bonafide,E_0009409434,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009409434.flac,watermarked_audios/wavmark/bonafide/E_0009409434_watermarked.flac,0.4945441484451294,0.8743166923522949
wavmark,bonafide,E_0003814591,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003814591.flac,watermarked_audios/wavmark/bonafide/E_0003814591_watermarked.flac,1.0706063508987427,1.595206618309021
wavmark,bonafide,E_0002018664,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002018664.flac,watermarked_audios/wavmark/bonafide/E_0002018664_watermarked.flac,1.6374269723892212,1.8981664180755615
wavmark,bonafide,E_0008530594,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008530594.flac,watermarked_audios/wavmark/bonafide/E_0008530594_watermarked.flac,1.5732026100158691,2.1390562057495117
wavmark,bonafide,E_0007123817,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007123817.flac,watermarked_audios/wavmark/bonafide/E_0007123817_watermarked.flac,1.5951632261276245,1.5036022663116455
wavmark,bonafide,E_0003937243,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003937243.flac,watermarked_audios/wavmark/bonafide/E_0003937243_watermarked.flac,1.0465822219848633,1.027165412902832
wavmark,bonafide,E_0005639152,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005639152.flac,watermarked_audios/wavmark/bonafide/E_0005639152_watermarked.flac,0.876653254032135,1.124862551689148
wavmark,bonafide,E_0001316732,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001316732.flac,watermarked_audios/wavmark/bonafide/E_0001316732_watermarked.flac,1.7922929525375366,2.338689088821411
wavmark,bonafide,E_0003705828,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003705828.flac,watermarked_audios/wavmark/bonafide/E_0003705828_watermarked.flac,1.89640212059021,2.317487955093384
wavmark,bonafide,E_0009811203,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009811203.flac,watermarked_audios/wavmark/bonafide/E_0009811203_watermarked.flac,1.0093616247177124,1.5467312335968018
wavmark,bonafide,E_0003864715,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003864715.flac,watermarked_audios/wavmark/bonafide/E_0003864715_watermarked.flac,0.9694778323173523,1.5203559398651123
wavmark,bonafide,E_0007665319,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007665319.flac,watermarked_audios/wavmark/bonafide/E_0007665319_watermarked.flac,0.9967222809791565,1.1415200233459473
wavmark,bonafide,E_0006801696,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006801696.flac,watermarked_audios/wavmark/bonafide/E_0006801696_watermarked.flac,1.361812710762024,1.9624154567718506
wavmark,bonafide,E_0000684645,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000684645.flac,watermarked_audios/wavmark/bonafide/E_0000684645_watermarked.flac,1.190308690071106,1.47889244556427
wavmark,bonafide,E_0003245853,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003245853.flac,watermarked_audios/wavmark/bonafide/E_0003245853_watermarked.flac,1.0333853960037231,2.0726611614227295
wavmark,bonafide,E_0004837668,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004837668.flac,watermarked_audios/wavmark/bonafide/E_0004837668_watermarked.flac,1.117330551147461,1.4278943538665771
wavmark,bonafide,E_0004912869,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004912869.flac,watermarked_audios/wavmark/bonafide/E_0004912869_watermarked.flac,0.9125182032585144,1.4237515926361084
wavmark,bonafide,E_0002276859,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0002276859.flac,watermarked_audios/wavmark/bonafide/E_0002276859_watermarked.flac,2.0107269287109375,1.896479845046997
wavmark,bonafide,E_0007728797,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007728797.flac,watermarked_audios/wavmark/bonafide/E_0007728797_watermarked.flac,1.3246263265609741,1.5331796407699585
wavmark,bonafide,E_0007849280,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007849280.flac,watermarked_audios/wavmark/bonafide/E_0007849280_watermarked.flac,0.5409267544746399,1.4032081365585327
wavmark,bonafide,E_0000430642,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000430642.flac,watermarked_audios/wavmark/bonafide/E_0000430642_watermarked.flac,1.3787195682525635,1.780548095703125
wavmark,bonafide,E_0006839596,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006839596.flac,watermarked_audios/wavmark/bonafide/E_0006839596_watermarked.flac,1.181165099143982,1.424024224281311
wavmark,bonafide,E_0000627064,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000627064.flac,watermarked_audios/wavmark/bonafide/E_0000627064_watermarked.flac,1.339517593383789,1.594640851020813
wavmark,bonafide,E_0000957163,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0000957163.flac,watermarked_audios/wavmark/bonafide/E_0000957163_watermarked.flac,1.1639699935913086,1.8701307773590088
wavmark,bonafide,E_0007905120,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007905120.flac,watermarked_audios/wavmark/bonafide/E_0007905120_watermarked.flac,1.5464978218078613,2.1861140727996826
wavmark,bonafide,E_0007639374,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007639374.flac,watermarked_audios/wavmark/bonafide/E_0007639374_watermarked.flac,1.2019422054290771,1.5834428071975708
wavmark,bonafide,E_0006493105,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0006493105.flac,watermarked_audios/wavmark/bonafide/E_0006493105_watermarked.flac,1.2865842580795288,1.5354472398757935
wavmark,bonafide,E_0001269259,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001269259.flac,watermarked_audios/wavmark/bonafide/E_0001269259_watermarked.flac,1.877616047859192,2.1834564208984375
wavmark,bonafide,E_0005506690,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0005506690.flac,watermarked_audios/wavmark/bonafide/E_0005506690_watermarked.flac,1.674350380897522,2.1175482273101807
wavmark,bonafide,E_0009189716,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0009189716.flac,watermarked_audios/wavmark/bonafide/E_0009189716_watermarked.flac,1.3626887798309326,1.8477004766464233
wavmark,bonafide,E_0003114464,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0003114464.flac,watermarked_audios/wavmark/bonafide/E_0003114464_watermarked.flac,1.2544642686843872,2.0464961528778076
wavmark,bonafide,E_0001920630,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001920630.flac,watermarked_audios/wavmark/bonafide/E_0001920630_watermarked.flac,0.8910784125328064,1.497339129447937
wavmark,bonafide,E_0001443220,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0001443220.flac,watermarked_audios/wavmark/bonafide/E_0001443220_watermarked.flac,1.3053675889968872,1.5472602844238281
wavmark,bonafide,E_0004040465,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0004040465.flac,watermarked_audios/wavmark/bonafide/E_0004040465_watermarked.flac,1.2085750102996826,1.7825175523757935
wavmark,bonafide,E_0007728666,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0007728666.flac,watermarked_audios/wavmark/bonafide/E_0007728666_watermarked.flac,1.6810275316238403,2.2823657989501953
wavmark,bonafide,E_0008626619,datasets/ASVspoof5_partitions/audio_data/bonafide/E_0008626619.flac,watermarked_audios/wavmark/bonafide/E_0008626619_watermarked.flac,1.0969704389572144,1.6400946378707886
